KODA;SLOVENSKI NAZIV;ANGLEŠKI NAZIV;ANGLEŠKI NAZIV KRATEK;KRIŽEC / ETIOLOGIJA;ZVEZDICA / MANIFESTACIJA;VELJAVNOST;SKUPINA OBOLEVNOSTI;SPOL;SPOL TIP;STAROST MIN.;STAROST MAX.;STAROST TIP;REDKA DIAGNOZA;MORFOLOGIJA;NESPREJEMLJIVA GLAVNA DIAGNOZA;PRIJAVA NALEZLJIVE BOLEZNI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M15.0;Primarna generalizirana (osteo)artroza;Primary generalised (osteo)arthrosis;Primary generalised (osteo)arthrosis;0;0;1;201;;;215;324;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M15.1;Heberdenovi vozliči (z artropatijo);Heberden's nodes (with arthropathy);Heberden's nodes (with arthropathy);0;0;1;201;;;215;324;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M15.2;Bouchardovi vozliči (z artropatijo);Bouchard's nodes (with arthropathy);Bouchard's nodes (with arthropathy);0;0;1;201;;;215;324;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M15.3;Sekundarna multipla artroza;Secondary multiple arthrosis;Secondary multiple arthrosis;0;0;1;201;;;215;324;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M15.4;Erozivna (osteo)artroza;Erosive (osteo)arthrosis;Erosive (osteo)arthrosis;0;0;1;201;;;215;324;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M15.8;Druge vrste poliartroza;Other polyarthrosis;Other polyarthrosis;0;0;1;201;;;215;324;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M15.9;Poliartroza, neopredeljena;Polyarthrosis, unspecified;Polyarthrosis unspecified;0;0;1;201;;;215;324;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M16;Artroza kolka [koksartroza];Coxarthrosis [arthrosis of hip];Coxarthrosis [arthrosis of hip];0;0;0;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M16.0;Primarna artroza kolka, obojestranska;Primary coxarthrosis, bilateral;Primary coxarthrosis bilateral;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M16.1;Druge vrste primarna artroza kolka;Other primary coxarthrosis;Other primary coxarthrosis;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M16.2;Artroza kolka zaradi displazije, obojestranska;Coxarthrosis resulting from dysplasia, bilateral;Bil coxarthrosis result from dysplasia;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M16.3;Druge vrste displastična artroza kolka;Other dysplastic coxarthrosis;Other dysplastic coxarthrosis;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M16.4;Artroza kolka po poškodbi, obojestranska;Post traumatic coxarthrosis, bilateral;Post traumatic coxarthrosis bilateral;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M16.5;Druge vrste artroza kolka po poškodbi;Other post traumatic coxarthrosis;Other post traumatic coxarthrosis;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M16.6;Druge vrste sekundarna artroza kolka, obojestranska;Other secondary coxarthrosis, bilateral;Other secondary coxarthrosis bilateral;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M16.7;Druge vrste sekundarna artroza kolka;Other secondary coxarthrosis;Other secondary coxarthrosis;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M16.9;Artroza kolka, neopredeljena;Coxarthrosis, unspecified;Coxarthrosis unspecified;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M17;Artroza kolena [gonartroza];Gonarthrosis [arthrosis of knee];Gonarthrosis [arthrosis of knee];0;0;0;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M17.0;Primarna artroza kolena, obojestranska;Primary gonarthrosis, bilateral;Primary gonarthrosis bilateral;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M17.1;Druge vrste primarna artroza kolena;Other primary gonarthrosis;Other primary gonarthrosis;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M17.2;Artroza kolena po poškodbi, obojestranska;Post traumatic gonarthrosis, bilateral;Post traumatic gonarthrosis bilateral;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M17.3;Druge vrste artroza kolena po poškodbi;Other post traumatic gonarthrosis;Other post traumatic gonarthrosis;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M17.4;Druge vrste sekundarna artroza kolena, obojestranska;Other secondary gonarthrosis, bilateral;Other secondary gonarthrosis bilateral;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M17.5;Druge vrste sekundarna artroza kolena;Other secondary gonarthrosis;Other secondary gonarthrosis;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M17.9;Artroza kolena, neopredeljena;Gonarthrosis, unspecified;Gonarthrosis unspecified;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M18;Artroza prvega karpometakarpalnega sklepa;Arthrosis of first carpometacarpal joint;Arthrosis of first carpometacarpal joint;0;0;0;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M18.0;Primarna artroza prvega karpometakarpalnega sklepa, obojestranska;Primary arthrosis of first carpometacarpal joints, bilateral;Prim arthrs bil 1st carpometacarpal jt;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M18.1;Druge vrste primarna artroza prvega karpometakarpalnega sklepa;Other primary arthrosis of first carpometacarpal joint;Oth prim arthrs 1st carpometacarpal jt;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M18.2;Artroza prvega karpometakarpalnega sklepa po poškodbi, obojestranska;Post traumatic arthrosis of first carpometacarpal joints, bilateral;Pstraum arthrs bil 1st carpmetacarp jt;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M18.3;Druge vrste artroza prvega karpometakarpalnega sklepa po poškodbi;Other post traumatic arthrosis of first carpometacarpal joint;Oth pstraum arthrs 1st carpmetacarp jt;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M18.4;Druge vrste sekundarna artroza prvega karpometakarpalnega sklepa, obojestranska;Other secondary arthrosis of first carpometacarpal joints, bilateral;Oth sec arthrs bil 1st carpmetacarp jt;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M18.5;Druge vrste sekundarna artroza prvega karpometakarpalnega sklepa;Other secondary arthrosis of first carpometacarpal joint;Oth sec arthrosis 1st carpmetacarp jt;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M18.9;Artroza prvega karpometakarpalnega sklepa, neopredeljena;Arthrosis of first carpometacarpal joint, unspecified;Arthrosis 1st carpometacarpal joint unsp;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19;Druge vrste artroza;Other arthrosis;Other arthrosis;0;0;0;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.0;Primarna artroza drugih sklepov;Primary arthrosis of other joints;Primary arthrosis of other joints;0;0;0;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.01;Primarna artroza drugih sklepov, ramenski predel;Primary arthrosis of other joints, shoulder region;Primary arthrosis other joints shoulder;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.02;Primarna artroza drugih sklepov, zgornji ud;Primary arthrosis of other joints, upper arm;Primary arthrosis other joints upp arm;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.03;Primarna artroza drugih sklepov, podlaket;Primary arthrosis of other joints, forearm;Primary arthrosis other joints forearm;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.04;Primarna artroza drugih sklepov, roka;Primary arthrosis of other joints, hand;Primary arthrosis of other joints hand;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.07;Primarna artroza drugih sklepov, gleženj in stopalo;Primary arthrosis of other joints, ankle and foot;Primary arthrosis oth joints ankle foot;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.08;Primarna artroza drugih sklepov, drugo;Primary arthrosis of other joints, other site;Primary arthrosis of other joints other;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.09;Primarna artroza drugih sklepov, neopredeljeno mesto;Primary arthrosis of other joints, site unspecified;Primary arthrosis other joints site unsp;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.1;Artroza drugih sklepov po poškodbi;Post traumatic arthrosis of other joints;Post traumatic arthrosis of other joints;0;0;0;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.11;Artroza drugih sklepov po poškodbi, ramenski predel;Post traumatic arthrosis of other joints, shoulder region;Pstraum arthrosis other joints shoulder;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.12;Artroza drugih sklepov po poškodbi, zgornji ud;Post traumatic arthrosis of other joints, upper arm;Pstraum arthrosis other joints upp arm;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.13;Artroza drugih sklepov po poškodbi, podlaket;Post traumatic arthrosis of other joints, forearm;Pstraum arthrosis other joints forearm;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.14;Artroza drugih sklepov po poškodbi, roka;Post traumatic arthrosis of other joints, hand;Pstraum arthrosis of oth joints hand;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.17;Artroza drugih sklepov po poškodbi, gleženj in stopalo;Post traumatic arthrosis of other joints, ankle and foot;Pstraum arthrosis oth joints ankle foot;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.18;Artroza drugih sklepov po poškodbi, drugo;Post traumatic arthrosis of other joints, other site;Pstraum arthrosis other joints other;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.19;Artroza drugih sklepov po poškodbi, neopredeljeno mesto;Post traumatic arthrosis of other joints, site unspecified;Pstraum arthrosis other joints site unsp;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.2;Druge sekundarne artroze;Other secondary arthrosis;Other secondary arthrosis;0;0;0;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.21;Druge sekundarne artroze, ramenski predel;Other secondary arthrosis, shoulder region;Other secondary arthrosis shoulder;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.22;Druge sekundarne artroze, zgornji ud;Other secondary arthrosis, upper arm;Other secondary arthrosis upper arm;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.23;Druge sekundarne artroze, podlaket;Other secondary arthrosis, forearm;Other secondary arthrosis forearm;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.24;Druge sekundarne artroze, roka;Other secondary arthrosis, hand;Other secondary arthrosis hand;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.27;Druge sekundarne artroze, gleženj in stopalo;Other secondary arthrosis, ankle and foot;Other secondary arthrosis ankle foot;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.28;Druge sekundarne artroze, drugo;Other secondary arthrosis, other site;Other secondary arthrosis other;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.29;Druge sekundarne artroze, neopredeljeno mesto;Other secondary arthrosis, site unspecified;Other secondary arthrosis site unsp;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.8;Druge vrste opredeljena artroza;Other specified arthrosis;Other specified arthrosis;0;0;0;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.81;Druge vrste opredeljena artroza, ramenski predel;Other specified arthrosis, shoulder region;Other specified arthrosis shoulder;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.82;Druge vrste opredeljena artroza, zgornji ud;Other specified arthrosis, upper arm;Other specified arthrosis upper arm;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.83;Druge vrste opredeljena artroza, podlaket;Other specified arthrosis, forearm;Other specified arthrosis forearm;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.84;Druge vrste opredeljena artroza, roka;Other specified arthrosis, hand;Other specified arthrosis hand;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.87;Druge vrste opredeljena artroza, gleženj in stopalo;Other specified arthrosis, ankle and foot;Other specified arthrosis ankle foot;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.88;Druge vrste opredeljena artroza, drugo;Other specified arthrosis, other site;Other specified arthrosis other;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.89;Druge vrste opredeljena artroza, neopredeljeno mesto;Other specified arthrosis, site unspecified;Other specified arthrosis site unsp;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.9;Artroza, neopredeljena;Arthrosis, unspecified;Arthrosis unspecified;0;0;0;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.91;Artroza, neopredeljena, ramenski predel;Arthrosis, unspecified, shoulder region;Arthrosis unspecified shoulder region;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.92;Artroza, neopredeljena, zgornji ud;Arthrosis, unspecified, upper arm;Arthrosis unspecified upper arm;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.93;Artroza, neopredeljena, podlaket;Arthrosis, unspecified, forearm;Arthrosis unspecified forearm;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.94;Artroza, neopredeljena, roka;Arthrosis, unspecified, hand;Arthrosis unspecified hand;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.97;Artroza, neopredeljena, gleženj in stopalo;Arthrosis, unspecified, ankle and foot;Arthrosis unspecified ankle and foot;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.98;Artroza, neopredeljena, drugo;Arthrosis, unspecified, other site;Arthrosis unspecified other;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M19.99;Artroza, neopredeljena, neopredeljeno mesto;Arthrosis, unspecified, site unspecified;Arthrosis unspecified site unspecified;0;0;1;201;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M20;Pridobljena deformacija prstov rok in stopal;Acquired deformities of fingers and toes;Acquired deformities of fingers and toes;0;0;0;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M20.0;Deformacija prsta(-ov) rok;Deformity of finger(s);Deformity of finger(s);0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M20.1;Izkrivljeni nožni palec (halux valgus) (pridobljen);Hallux valgus (acquired);Hallux valgus (acquired);0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M20.2;Neupogljivi (rigidni) nožni palec;Hallux rigidus;Hallux rigidus;0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M20.3;Druge vrste deformacija nožnega palca (pridobljena);Other deformity of hallux (acquired);Other deformity of hallux (acquired);0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M20.4;Druge vrste navzgor upognjenega(-ih) prsta(-ov) stopala (kladivasti prst) (pridobljen);Other hammer toe(s) (acquired);Other hammer toe(s) (acquired);0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M20.5;Druge vrste deformacija prsta(-ov) stopala (pridobljena);Other deformities of toe(s) (acquired);Other deformities of toe(s) (acquired);0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M20.6;Pridobljena deformacija prsta(-ov) stopala, neopredeljena;Acquired deformity of toe(s), unspecified;Acquired deformity of toe(s) unsp;0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21;Druge vrste pridobljenih deformacij udov;Other acquired deformities of limbs;Other acquired deformities of limbs;0;0;0;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.0;Upognjenost navzven (deformacija valgus), ki ni uvrščena drugje;Valgus deformity, not elsewhere classified;Valgus deformity NEC;0;0;0;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.00;Upognjenost navzven (deformacija valgus), ki ni uvrščena drugje, več mest;Valgus deformity, not elsewhere classified, multiple sites;Valgus deformity NEC multiple sites;0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.01;Upognjenost navzven (deformacija valgus), ki ni uvrščena drugje, ramenski predel;Valgus deformity, not elsewhere classified, shoulder region;Valgus deformity NEC shoulder;0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.02;Upognjenost navzven (deformacija valgus), ki ni uvrščena drugje, zgornji ud;Valgus deformity, not elsewhere classified, upper arm;Valgus deformity NEC upper arm;0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.03;Upognjenost navzven (deformacija valgus), ki ni uvrščena drugje, podlaket;Valgus deformity, not elsewhere classified, forearm;Valgus deformity NEC forearm;0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.04;Upognjenost navzven (deformacija valgus), ki ni uvrščena drugje, roka;Valgus deformity, not elsewhere classified, hand;Valgus deformity NEC hand;0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.05;Upognjenost navzven (deformacija valgus), ki ni uvrščena drugje, medenični predel in stegno;Valgus deformity, not elsewhere classified, pelvic region and thigh;Valgus deformity NEC pelv rgn & thgh;0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.06;Upognjenost navzven (deformacija valgus), ki ni uvrščena drugje, spodnji ud;Valgus deformity, not elsewhere classified, lower leg;Valgus deformity NEC lower leg;0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.07;Upognjenost navzven (deformacija valgus), ki ni uvrščena drugje, gleženj in stopalo;Valgus deformity, not elsewhere classified, ankle and foot;Valgus deformity NEC ankle & foot;0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.08;Upognjenost navzven (deformacija valgus), ki ni uvrščena drugje, drugo;Valgus deformity, not elsewhere classified, other site;Valgus deformity NEC other;0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.09;Upognjenost navzven (deformacija valgus), ki ni uvrščena drugje, neopredeljeno mesto;Valgus deformity, not elsewhere classified, site unspecified;Valgus deformity NEC site unspecified;0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.1;Upognjenost navznoter (deformacija varus), ki ni uvrščena drugje;Varus deformity, not elsewhere classified;Varus deformity NEC;0;0;0;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.10;Upognjenost navznoter (deformacija varus), ki ni uvrščena drugje, več mest;Varus deformity, not elsewhere classified, multiple sites;Varus deformity NEC multiple sites;0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.11;Upognjenost navznoter (deformacija varus), ki ni uvrščena drugje, ramenski predel;Varus deformity, not elsewhere classified, shoulder region;Varus deformity NEC shoulder;0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.12;Upognjenost navznoter (deformacija varus), ki ni uvrščena drugje, zgornji ud;Varus deformity, not elsewhere classified, upper arm;Varus deformity NEC upper arm;0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.13;Upognjenost navznoter (deformacija varus), ki ni uvrščena drugje, podlaket;Varus deformity, not elsewhere classified, forearm;Varus deformity NEC forearm;0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.14;Upognjenost navznoter (deformacija varus), ki ni uvrščena drugje, roka;Varus deformity, not elsewhere classified, hand;Varus deformity NEC hand;0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.15;Upognjenost navznoter (deformacija varus), ki ni uvrščena drugje, medenični predel in stegno;Varus deformity, not elsewhere classified, pelvic region and thigh;Varus deformity NEC pelvis and thigh;0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.16;Upognjenost navznoter (deformacija varus), ki ni uvrščena drugje, spodnji ud;Varus deformity, not elsewhere classified, lower leg;Varus deformity NEC lower leg;0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.17;Upognjenost navznoter (deformacija varus), ki ni uvrščena drugje, gleženj in stopalo;Varus deformity, not elsewhere classified, ankle and foot;Varus deformity NEC ankle & foot;0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.18;Upognjenost navznoter (deformacija varus), ki ni uvrščena drugje, drugo;Varus deformity, not elsewhere classified, other site;Varus deformity NEC other;0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.19;Upognjenost navznoter (deformacija varus), ki ni uvrščena drugje, neopredeljeno mesto;Varus deformity, not elsewhere classified, site unspecified;Varus deformity NEC site unspecified;0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.2;Upogibna (fleksijska) deformacija;Flexion deformity;Flexion deformity;0;0;0;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.20;Upogibna (fleksijska) deformacija, več mest;Flexion deformity, multiple sites;Flexion deformity multiple sites;0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.21;Upogibna (fleksijska) deformacija, ramenski predel;Flexion deformity, shoulder region;Flexion deformity shoulder region;0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.22;Upogibna (fleksijska) deformacija, zgornji ud;Flexion deformity, upper arm;Flexion deformity upper arm;0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.23;Upogibna (fleksijska) deformacija, podlaket;Flexion deformity, forearm;Flexion deformity forearm;0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.24;Upogibna (fleksijska) deformacija, roka;Flexion deformity, hand;Flexion deformity hand;0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.25;Upogibna (fleksijska) deformacija, medenični predel in stegno;Flexion deformity, pelvic region and thigh;Flexion deformity pelvis and thigh;0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.26;Upogibna (fleksijska) deformacija, spodnji ud;Flexion deformity, lower leg;Flexion deformity lower leg;0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.27;Upogibna (fleksijska) deformacija, gleženj in stopalo;Flexion deformity, ankle and foot;Flexion deformity ankle and foot;0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.28;Upogibna (fleksijska) deformacija, drugo;Flexion deformity, other site;Flexion deformity other;0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.29;Upogibna (fleksijska) deformacija, neopredeljeno mesto;Flexion deformity, site unspecified;Flexion deformity site unspecified;0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.3;Padanje zapestja ali stopala (pridobljeno);Wrist or foot drop (acquired);Wrist or foot drop (acquired);0;0;0;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.30;Padanje zapestja ali stopala (pridobljeno), več mest;Wrist or foot drop (acquired), multiple sites;Wrist or foot drop (acquired) mult site;0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.33;Padanje zapestja ali stopala (pridobljeno), zgornji ud;Wrist or foot drop (acquired), forearm;Wrist or foot drop (acquired) forearm;0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.37;Padanje zapestja ali stopala (pridobljeno), gleženj in stopalo;Wrist or foot drop (acquired), ankle and foot;Wrist or foot drop (acquired) ankle foot;0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M21.4;Ploska noga [pes planus] (pridobljena);Flat foot [pes planus] (acquired);Flat foot [pes planus] (acquired);0;0;1;202;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
